Date,Model_Phase,Earned_Income,Earned_Income_Tax,Employer_Super_Contrib,Super_Balance_Contrib,Super_Fees,Super_Balance_Value,Super_Drawdown,Expenses,Loan_Period,Loan_Begin_Balance,Loan_Payment,Loan_Interest,Disposable_Income,Amount_Saved,Savings_Bal,Savings_Val
1/04/2044,1,4166.666667,649.7229167,395.8333333,108200.5188,206.3535717,325837.6723,0,1865.675356,293,252284.563,1847.43,844.29,453.5613105,113.3903276,-4886.323716,-7913.017541
1/05/2044,1,4166.666667,649.7229167,395.8333333,108389.6512,206.7009512,327656.9387,0,1804.210004,294,251278.083,1847.43,840.95,515.0266628,128.7566657,-4757.56705,-7803.721527
1/06/2044,1,4166.666667,649.7229167,395.8333333,108578.4369,207.0476939,329484.953,0,2216.829449,295,250268.243,1847.43,837.59,102.407218,25.60180451,-4731.965245,-7797.565022
1/07/2044,1,4166.666667,649.7229167,395.8333333,108766.8764,207.3938009,331321.7595,0,2099.279979,296,249255.043,1847.43,834.23,219.9566876,54.9891719,-4676.976073,-7761.93229
1/08/2044,1,4166.666667,649.7229167,395.8333333,108954.9705,207.7392734,333167.4028,0,2133.323809,297,248238.463,1847.43,830.85,185.9128572,46.4782143,-4630.497859,-7734.74271
1/09/2044,1,4166.666667,649.7229167,395.8333333,109142.7197,208.0841125,335021.9278,0,1512.931624,298,247218.493,1847.43,827.46,806.3050423,201.5762606,-4428.921599,-7551.999366
1/10/2044,1,4166.666667,649.7229167,395.8333333,109330.1247,208.4283194,336885.3795,0,2046.478162,299,246195.123,1847.43,824.06,272.7585048,68.18962621,-4360.731972,-7502.519264
1/11/2044,1,4166.666667,649.7229167,395.8333333,109517.1861,208.7718953,338757.8031,0,2077.146705,300,245168.343,1847.43,820.65,242.0899621,60.52249053,-4300.209482,-7460.601766
1/12/2044,1,4166.666667,649.7229167,395.8333333,109703.9046,209.1148412,340639.2442,0,2413.11318,301,244138.143,1847.43,817.23,-93.87651317,-23.46912829,-4323.67861,-7502.781071
1/01/2045,1,4166.666667,649.7229167,395.8333333,109890.2808,209.4571585,342529.7485,0,2170.283821,302,243104.503,1847.43,813.79,148.952846,37.23821151,-4286.440399,-7484.206717
1/02/2045,1,4166.666667,649.7229167,395.8333333,110076.3153,209.7988481,344429.3619,0,1532.056035,303,242067.423,1847.43,810.35,787.1806319,196.795158,-4089.645241,-7305.630088
1/03/2045,1,4166.666667,649.7229167,395.8333333,110262.0087,210.1399114,346338.1306,0,2292.659657,304,241026.883,1847.43,806.89,26.57701008,6.644252519,-4083.000988,-7317.2333
1/04/2045,1,4166.666667,649.7229167,395.8333333,110447.3617,210.4803493,348256.101,0,1502.801236,305,239982.873,1847.43,803.42,816.4354308,204.1088577,-3878.89213,-7130.907253
1/05/2045,1,4166.666667,649.7229167,395.8333333,110632.3749,210.8201631,350183.3197,0,2483.249184,306,238935.383,1847.43,799.94,-164.0125175,-41.00312938,-3919.89526,-7189.840158
1/06/2045,1,4166.666667,649.7229167,395.8333333,110817.0488,211.1593539,352119.8337,0,1958.39585,307,237884.403,1847.43,796.45,360.8408168,90.2102042,-3829.685056,-7117.379029
1/07/2045,1,4166.666667,649.7229167,395.8333333,111001.3843,211.4979229,354065.6899,0,2045.196771,308,236829.923,1847.43,792.95,274.0398957,68.50997393,-3761.175082,-7066.491228
1/08/2045,1,4166.666667,649.7229167,395.8333333,111185.3817,211.8358711,356020.9358,0,2457.80971,309,235771.923,1847.43,789.43,-138.5730438,-34.64326095,-3795.818343,-7118.887325
1/09/2045,1,4166.666667,649.7229167,395.8333333,111369.0418,212.1731998,357985.6189,0,2072.309881,310,234710.403,1847.43,785.91,246.9267854,61.73169634,-3734.086646,-7074.798518
1/10/2045,1,4166.666667,649.7229167,395.8333333,111552.3653,212.5099101,359959.7871,0,2248.862644,311,233645.343,1847.43,782.37,70.37402269,17.59350567,-3716.493141,-7074.848025
1/11/2045,1,4166.666667,649.7229167,395.8333333,111735.3526,212.846003,361943.4883,0,2240.820759,312,232576.733,1847.43,778.82,78.41590717,19.60397679,-3696.889164,-7072.882158
1/12/2045,1,4166.666667,649.7229167,395.8333333,111918.0045,213.1814798,363936.7708,0,2483.247743,313,231504.563,1847.43,775.26,-164.0110768,-41.00276919,-3737.891933,-7131.669639
1/01/2046,1,4166.666667,649.7229167,395.8333333,112100.3214,213.5163415,365939.6833,0,1566.049943,314,230428.813,1847.43,771.68,753.1867233,188.2966808,-3549.595252,-6960.731391
1/02/2046,1,4166.666667,649.7229167,395.8333333,112282.3042,213.8505893,367952.2743,0,2480.490442,315,229349.483,1847.43,768.1,-161.2537757,-40.31344394,-3589.908696,-7018.547447
1/03/2046,1,4166.666667,649.7229167,395.8333333,112463.9533,214.1842243,369974.5931,0,1614.708811,316,228266.553,1847.43,764.5,704.5278559,176.131964,-3413.776732,-6859.521522
1/04/2046,1,4166.666667,649.7229167,395.8333333,112645.2694,214.5172477,372006.6887,0,9470.36681,317,234781.5564,1847.43,786.14,-7151.130143,-1787.782536,-5201.559268,-8668.922318
1/05/2046,1,4166.666667,649.7229167,395.8333333,112826.2531,214.8496605,374048.6107,0,2121.832813,318,233716.7364,1847.43,782.61,197.4038535,49.35096337,-5152.208305,-8641.120283
1/06/2046,1,4166.666667,649.7229167,395.8333333,113006.9049,215.1814639,376100.4089,0,1799.286076,319,232648.3664,1847.43,779.06,519.9505904,129.9876476,-5022.220657,-8532.410467
1/07/2046,1,4166.666667,649.7229167,395.8333333,113187.2256,215.512659,378162.1332,0,1847.309542,320,231576.4264,1847.43,775.49,471.9271247,117.9817812,-4904.238876,-8435.464757
1/08/2046,1,4166.666667,649.7229167,395.8333333,113367.2157,215.8432469,380233.8339,0,2330.633256,321,230500.9164,1847.43,771.92,-11.39658952,-2.849147379,-4907.088023,-8459.40969
1/09/2046,1,4166.666667,649.7229167,395.8333333,113546.8758,216.1732288,382315.5615,0,2404.577462,322,229421.8264,1847.43,768.34,-85.34079571,-21.33519893,-4928.423222,-8501.946751
1/10/2046,1,4166.666667,649.7229167,395.8333333,113726.2065,216.5026056,384407.3667,0,2082.033142,323,228339.1364,1847.43,764.74,237.2035249,59.30088122,-4869.122341,-8463.752484
1/11/2046,1,4166.666667,649.7229167,395.8333333,113905.2085,216.8313786,386509.3005,0,2169.00978,324,227252.8364,1847.43,761.13,150.2268867,37.55672167,-4831.565619,-8447.261252
1/12/2046,1,4166.666667,649.7229167,395.8333333,114083.8823,217.1595489,388621.4142,0,2272.216612,325,226162.9164,1847.43,757.51,47.02005419,11.75501355,-4819.810606,-8456.595004
1/01/2047,1,4166.666667,649.7229167,395.8333333,114262.2285,217.4871175,390743.7592,0,2469.781697,326,225069.3664,1847.43,753.88,-150.5450302,-37.63625755,-4857.446863,-8515.46684
1/02/2047,1,4166.666667,649.7229167,395.8333333,114440.2477,217.8140855,392876.3873,0,1606.219669,327,223972.1664,1847.43,750.23,713.0169981,178.2542495,-4679.192614,-8358.055622
1/03/2047,1,4166.666667,649.7229167,395.8333333,114617.9406,218.1404542,395019.3506,0,2178.074535,328,222871.3064,1847.43,746.57,141.1621315,35.29053287,-4643.902081,-8343.572001
1/04/2047,1,4166.666667,649.7229167,395.8333333,114795.3077,218.4662244,397172.7013,0,2337.319112,329,221766.7764,1847.43,742.9,-18.08244487,-4.520611217,-4648.422692,-8368.962844
1/05/2047,1,4166.666667,649.7229167,395.8333333,114972.3496,218.7913975,399336.4919,0,2143.72414,330,220658.5664,1847.43,739.22,175.5125267,43.87813168,-4604.54456,-8345.897424
1/06/2047,1,4166.666667,649.7229167,395.8333333,115149.067,219.1159744,401510.7753,0,2133.636681,331,219546.6664,1847.43,735.53,185.5999853,46.39999633,-4558.144564,-8320.246171
1/07/2047,1,4166.666667,649.7229167,395.8333333,115325.4604,219.4399562,403695.6046,0,2476.239926,332,218431.0564,1847.43,731.82,-157.003259,-39.25081474,-4597.395379,-8380.395729
1/08/2047,1,4166.666667,649.7229167,395.8333333,115501.5304,219.763344,405891.0329,0,1874.026683,333,217311.7264,1847.43,728.1,445.2099841,111.302496,-4486.092883,-8289.765966
1/09/2047,1,4166.666667,649.7229167,395.8333333,115677.2776,220.086139,408097.114,0,2255.1374,334,216188.6664,1847.43,724.37,64.09926626,16.02481657,-4470.068066,-8294.425502
1/10/2047,1,4166.666667,649.7229167,395.8333333,115852.7026,220.4083422,410313.9017,0,1702.700021,335,215061.8664,1847.43,720.63,616.5366456,154.1341614,-4315.933905,-8160.642069
1/11/2047,1,4166.666667,649.7229167,395.8333333,116027.8059,220.7299547,412541.4501,0,2396.799827,336,213931.3064,1847.43,716.87,-77.56316009,-19.39079002,-4335.324695,-8200.482941
1/12/2047,1,4166.666667,649.7229167,395.8333333,116202.5883,221.0509776,414779.8136,0,2313.418571,337,212796.9764,1847.43,713.1,5.818095266,1.454523816,-4333.870171,-8219.525988
1/01/2048,1,4166.666667,649.7229167,395.8333333,116377.0502,221.3714119,417029.0469,0,1584.696733,338,211658.8664,1847.43,709.32,734.5399335,183.6349834,-4150.235188,-8055.980733
1/02/2048,1,4166.666667,649.7229167,395.8333333,116551.1923,221.6912587,419289.205,0,2228.818429,339,210516.9664,1847.43,705.53,90.41823741,22.60455935,-4127.630628,-8053.459614
1/03/2048,1,4166.666667,649.7229167,395.8333333,116725.0151,222.0105192,421560.3429,0,2375.978692,340,209371.2564,1847.43,701.72,-56.74202557,-14.18550639,-4141.816135,-8087.814233
1/04/2048,1,4166.666667,649.7229167,395.8333333,116898.5192,222.3291944,423842.5163,0,2403.069048,341,208221.7264,1847.43,697.9,-83.83238086,-20.95809521,-4162.77423,-8129.044259
1/05/2048,1,4166.666667,649.7229167,395.8333333,117071.7053,222.6472853,426135.7808,0,1953.903952,342,207068.3664,1847.43,694.07,365.3327148,91.3331787,-4071.441051,-8057.805358
1/06/2048,1,4166.666667,649.7229167,395.8333333,117244.5738,222.964793,428440.1926,0,2443.59221,343,205911.1664,1847.43,690.23,-124.3555438,-31.08888595,-4102.529937,-8109.116479
1/07/2048,1,4166.666667,649.7229167,395.8333333,117417.1254,223.2817187,430755.808,0,2319.016518,344,204750.1064,1847.43,686.37,0.2201486,0.05503715,-4102.4749,-8129.334096
1/08/2048,1,4166.666667,649.7229167,395.8333333,117589.3607,223.5980633,433082.6835,0,1782.430362,345,203585.1764,1847.43,682.5,536.8063044,134.2015761,-3968.273324,-8015.120351
1/09/2048,1,4166.666667,649.7229167,395.8333333,117761.2802,223.913828,435420.876,0,1589.756731,346,202416.3664,1847.43,678.62,729.4799355,182.3699839,-3785.90334,-7852.332243
1/10/2048,1,4166.666667,649.7229167,395.8333333,117932.8845,224.2290137,437770.4427,0,1534.060246,347,201243.6564,1847.43,674.72,785.1764205,196.2941051,-3589.609235,-7675.178233
1/11/2048,1,4166.666667,649.7229167,395.8333333,118104.1743,224.5436217,440131.4411,0,2416.362361,348,200067.0364,1847.43,670.81,-97.12569409,-24.28142352,-3613.890658,-7718.708306
1/12/2048,1,4166.666667,649.7229167,395.8333333,118275.1499,224.8576528,442503.9288,0,1773.564604,349,198886.4964,1847.43,666.89,545.6720628,136.4180157,-3477.472643,-7601.246016
1/01/2049,1,4166.666667,649.7229167,395.8333333,118445.8122,225.1711082,444887.964,0,1532.571632,350,197702.0164,1847.43,662.95,786.6650349,196.6662587,-3280.806384,-7423.091207
1/02/2049,1,4166.666667,649.7229167,395.8333333,118616.1615,225.483989,447283.6049,0,2075.696739,351,196513.5964,1847.43,659.01,243.5399272,60.88498181,-3219.921402,-7380.61174
1/03/2049,1,4166.666667,649.7229167,395.8333333,118786.1985,225.7962961,449690.9102,0,1582.376052,352,195321.2164,1847.43,655.05,736.8606149,184.2151537,-3035.706248,-7214.387578
1/04/2049,1,4166.666667,649.7229167,395.8333333,118955.9238,226.1080307,452109.9386,0,2203.937103,353,194124.8564,1847.43,651.07,115.2995634,28.82489084,-3006.881358,-7203.526594
1/05/2049,1,4166.666667,649.7229167,395.8333333,119125.338,226.4191937,454540.7496,0,1665.411399,354,192924.5064,1847.43,647.08,653.8252678,163.4563169,-2843.425041,-7057.670453
1/06/2049,1,4166.666667,649.7229167,395.8333333,119294.4415,226.7297863,456983.4024,0,1885.067288,355,191720.1564,1847.43,643.08,434.1693789,108.5423447,-2734.882696,-6966.500928
1/07/2049,1,4166.666667,649.7229167,395.8333333,119463.2351,227.0398095,459437.9569,0,1656.320992,356,190511.7964,1847.43,639.07,662.9156742,165.7289186,-2569.153777,-6817.77394
1/08/2049,1,4166.666667,649.7229167,395.8333333,119631.7191,227.3492643,461904.4731,0,1977.084722,357,189299.4064,1847.43,635.04,342.1519447,85.53798617,-2483.615791,-6749.066544
1/09/2049,1,4166.666667,649.7229167,395.8333333,119799.8943,227.6581517,464383.0116,0,1697.176997,358,188082.9764,1847.43,631,622.0596693,155.5149173,-2328.100874,-6610.035505
1/10/2049,1,4166.666667,649.7229167,395.8333333,119967.7612,227.9664729,466873.6328,0,1958.189888,359,186862.4864,1847.43,626.94,361.0467785,90.26169462,-2237.839179,-6536.073245
1/11/2049,1,4166.666667,649.7229167,395.8333333,120135.3203,228.2742288,469376.3979,0,1654.917174,360,185637.9264,1847.43,622.87,664.3194924,166.0798731,-2071.759306,-6385.918356
1/12/2049,1,4166.666667,649.7229167,395.8333333,120302.5722,228.5814205,471891.368,0,1613.892517,361,184409.2864,1847.43,618.79,705.3441502,176.3360375,-1895.423269,-6225.106274
1/01/2050,1,4166.666667,649.7229167,395.8333333,120469.5175,228.888049,474418.6049,0,1519.397898,362,183176.5564,1847.43,614.7,799.8387685,199.9596921,-1695.463577,-6040.209448
1/02/2050,1,4166.666667,649.7229167,395.8333333,120636.1567,229.1941154,476958.1703,0,2367.505858,363,181939.7164,1847.43,610.59,-48.26919148,-12.06729787,-1707.530874,-6067.407438
1/03/2050,1,4166.666667,649.7229167,395.8333333,120802.4904,229.4996206,479510.1266,0,1981.733432,364,180698.7564,1847.43,606.47,337.5032344,84.3758086,-1623.155066,-5997.989208
1/04/2050,1,4166.666667,649.7229167,395.8333333,120968.5192,229.8045657,482074.5361,0,2479.574306,365,179453.6564,1847.43,602.33,-160.3376393,-40.08440983,-1663.239476,-6053.168802
1/05/2050,1,4166.666667,649.7229167,395.8333333,121134.2435,230.1089518,484651.4618,0,2000.339101,366,178204.4064,1847.43,598.18,318.8975655,79.72439137,-1583.515084,-5988.378022
1/06/2050,1,4166.666667,649.7229167,395.8333333,121299.6641,230.4127798,487240.9668,0,2157.020741,367,176950.9864,1847.43,594.01,162.2159252,40.5539813,-1542.961103,-5962.693601
1/07/2050,1,4166.666667,649.7229167,395.8333333,121464.7814,230.7160508,489843.1145,0,2418.944896,368,175693.3964,1847.43,589.84,-99.70822941,-24.92705735,-1567.88816,-6002.58971
1/08/2050,1,4166.666667,649.7229167,395.8333333,121629.5959,231.0187659,492457.9687,0,1516.678141,369,174431.6064,1847.43,585.64,802.5585253,200.6396313,-1367.248529,-5816.454953
1/09/2050,1,4166.666667,649.7229167,395.8333333,121794.1084,231.3209259,495085.5935,0,1823.233413,370,173165.6164,1847.43,581.44,496.0032533,124.0008133,-1243.247716,-5706.685276
1/10/2050,1,4166.666667,649.7229167,395.8333333,121958.3192,231.622532,497726.0533,0,2249.117054,371,171895.4064,1847.43,577.22,70.11961283,17.52990321,-1225.717812,-5703.378261
1/11/2050,1,4166.666667,649.7229167,395.8333333,122122.2289,231.9235851,500379.4129,0,2322.257562,372,170620.9564,1847.43,572.98,-3.020894873,-0.755223718,-1226.473036,-5718.393818
1/12/2050,1,4166.666667,649.7229167,395.8333333,122285.8382,232.2240863,503045.7372,0,2253.104236,373,169342.2664,1847.43,568.74,66.13243037,16.53310759,-1209.939929,-5716.115362
1/01/2051,1,4166.666667,649.7229167,395.8333333,122449.1474,232.5240366,505725.0918,0,2385.400926,374,168059.3064,1847.43,564.47,-66.16425951,-16.54106488,-1226.480993,-5746.988068
1/02/2051,1,4166.666667,649.7229167,395.8333333,122612.1573,232.823437,508417.5422,0,1584.389115,375,166772.0764,1847.43,560.2,734.8475514,183.7118879,-1042.769106,-5577.184371
1/03/2051,1,4166.666667,649.7229167,395.8333333,122774.8684,233.1222885,511123.1545,0,55761.89672,376,218995.8128,1847.43,733.7,-53442.66005,-13360.66501,-14403.43412,-18985.19401
1/04/2051,1,4166.666667,649.7229167,395.8333333,122937.2811,233.420592,513841.9951,0,1540.964894,377,217878.3728,1847.43,729.99,778.2717723,194.5679431,-14208.86617,-18837.60263
1/05/2051,1,4166.666667,649.7229167,395.8333333,123099.3961,233.7183487,516574.1306,0,2416.474686,378,216757.2028,1847.43,726.26,-97.23801923,-24.30950481,-14233.17568,-18909.06691
1/06/2051,1,4166.666667,649.7229167,395.8333333,123261.2139,234.0155595,519319.6281,0,1789.826131,379,215632.2928,1847.43,722.52,529.4105355,132.3526339,-14100.82305,-18823.65607
1/07/2051,1,4166.666667,649.7229167,395.8333333,123422.735,234.3122255,522078.555,0,2341.105141,380,214503.6328,1847.43,718.77,-21.86847403,-5.467118509,-14106.29016,-18876.19599
1/08/2051,1,4166.666667,649.7229167,395.8333333,123583.96,234.6083475,524850.9788,0,2270.839563,381,213371.2128,1847.43,715.01,48.3971039,12.09927598,-14094.19089,-18911.25696
1/09/2051,1,4166.666667,649.7229167,395.8333333,123744.8894,234.9039266,527636.9678,0,1549.198211,382,212235.0228,1847.43,711.24,770.0384561,192.509614,-13901.68127,-18765.54421
1/10/2051,1,4166.666667,649.7229167,395.8333333,123905.5238,235.1989639,530436.5902,0,1966.606792,383,211095.0428,1847.43,707.45,352.6298746,88.15746865,-13813.52381,-18724.08021
1/11/2051,1,4166.666667,649.7229167,395.8333333,124065.8636,235.4934602,533249.9147,0,1620.248985,384,209951.2628,1847.43,703.65,698.9876818,174.7469204,-13638.77689,-18595.70662
1/12/2051,1,4166.666667,649.7229167,395.8333333,124225.9095,235.7874167,536077.0104,0,2391.620309,385,208803.6728,1847.43,699.84,-72.38364194,-18.09591048,-13656.8728,-18660.33704
1/01/2052,1,4166.666667,649.7229167,395.8333333,124385.662,236.0808342,538917.9467,0,1574.569293,386,207652.2528,1847.43,696.01,744.6673741,186.1668435,-13470.70595,-18520.35562
1/02/2052,1,4166.666667,649.7229167,395.8333333,124545.1217,236.3737138,541772.7934,0,1979.065229,387,206496.9928,1847.43,692.17,340.1714379,85.04285949,-13385.66309,-18481.40104
1/03/2052,1,4166.666667,649.7229167,395.8333333,124704.2889,236.6660564,544641.6205,0,2268.35808,388,205337.8828,1847.43,688.32,50.87858624,12.71964656,-13372.94345,-18514.8531
1/04/2052,1,4166.666667,649.7229167,395.8333333,124863.1644,236.9578631,547524.4984,0,1579.442338,389,204174.9128,1847.43,684.46,739.7943287,184.9485822,-13187.99486,-18375.72928
1/05/2052,1,4166.666667,649.7229167,395.8333333,125021.7486,237.2491348,550421.498,0,1601.987645,390,203008.0628,1847.43,680.58,717.2490213,179.3122553,-13008.68261,-18241.90807
1/06/2052,1,4166.666667,649.7229167,395.8333333,125180.0421,237.5398725,553332.6904,0,1548.88606,391,201837.3228,1847.43,676.69,770.3506068,192.5876517,-12816.09496,-18094.44372
1/07/2052,1,4166.666667,649.7229167,395.8333333,125338.0453,237.8300771,556258.1472,0,2372.126578,392,200662.6828,1847.43,672.79,-52.88991161,-13.2224779,-12829.31743,-18152.93536
1/08/2052,1,4166.666667,649.7229167,395.8333333,125495.7589,238.1197498,559197.9401,0,2176.507758,393,199484.1328,1847.43,668.88,142.7289089,35.68222722,-12793.63521,-18162.54627
1/09/2052,1,4166.666667,649.7229167,395.8333333,125653.1834,238.4088913,562152.1413,0,1557.901935,394,198301.6528,1847.43,664.95,761.3347312,190.3336828,-12603.30152,-18017.14311
1/10/2052,1,4166.666667,649.7229167,395.8333333,125810.3192,238.6975028,565120.8235,0,1966.575153,395,197115.2328,1847.43,661.01,352.6615141,88.16537853,-12515.13615,-17973.80018
1/11/2052,1,4166.666667,649.7229167,395.8333333,125967.1669,238.9855852,568104.0596,0,2334.6046,396,195924.8528,1847.43,657.05,-15.36793355,-3.841983388,-12518.97813,-18022.58627
1/12/2052,1,4166.666667,649.7229167,395.8333333,126123.7271,239.2731394,571101.9229,0,1878.865606,397,194730.5028,1847.43,653.08,440.3710607,110.0927652,-12408.88536,-17957.27474
1/01/2053,1,4166.666667,649.7229167,395.8333333,126280.0003,239.5601664,574114.4871,0,1647.969858,398,193532.1728,1847.43,649.1,671.2668088,167.8167022,-12241.06866,-17833.93168
1/02/2053,1,4166.666667,649.7229167,395.8333333,126435.987,239.8466672,577141.8261,0,1795.924496,399,192329.8528,1847.43,645.11,523.3121704,130.8280426,-12110.24062,-17747.3614
1/03/2053,1,4166.666667,649.7229167,395.8333333,126591.6877,240.1326428,580184.0144,0,1936.485949,400,191123.5228,1847.43,641.1,382.7507177,95.68767943,-12014.55294,-17695.8029
1/04/2053,1,4166.666667,649.7229167,395.8333333,126747.1029,240.418094,583241.1268,0,2002.47048,401,189913.1728,1847.43,637.08,316.7661864,79.1915466,-11935.36139,-17660.65288
1/05/2053,1,4166.666667,649.7229167,395.8333333,126902.2332,240.703022,586313.2384,0,1670.553902,402,188698.7828,1847.43,633.04,648.6827647,162.1706912,-11773.1907,-17542.2284
1/06/2053,1,4166.666667,649.7229167,395.8333333,127057.0791,240.9874275,589400.4247,0,1998.633792,403,187480.3528,1847.43,629,320.6028747,80.15071868,-11693.03998,-17505.73287
1/07/2053,1,4166.666667,649.7229167,395.8333333,127211.6411,241.2713117,592502.7617,0,1789.420975,404,186257.8528,1847.43,624.93,529.8156913,132.4539228,-11560.58606,-17416.71215
1/08/2053,1,4166.666667,649.7229167,395.8333333,127365.9198,241.5546754,595620.3256,0,1906.560955,405,185031.2828,1847.43,620.86,412.6757112,103.1689278,-11457.41713,-17356.82708
1/09/2053,1,4166.666667,649.7229167,395.8333333,127519.9156,241.8375196,598753.193,0,1583.079079,406,183800.6228,1847.43,616.77,736.157588,184.039397,-11273.37774,-17215.71965
1/10/2053,1,4166.666667,649.7229167,395.8333333,127673.6291,242.1198453,601901.441,0,2298.080018,407,182565.8628,1847.43,612.67,21.15664915,5.289162289,-11268.08857,-17253.45656
1/11/2053,1,4166.666667,649.7229167,395.8333333,127827.0608,242.4016533,605065.147,0,1810.493611,408,181326.9828,1847.43,608.55,508.743056,127.185764,-11140.90281,-17169.08648
1/12/2053,1,4166.666667,649.7229167,395.8333333,127980.2112,242.6829447,608244.3889,0,1659.997323,409,180083.9728,1847.43,604.42,659.2393435,164.8098359,-10976.09297,-17046.78733
1/01/2054,1,4166.666667,649.7229167,395.8333333,128133.0808,242.9637205,611439.2448,0,2127.792782,410,178836.8228,1847.43,600.28,191.4438849,47.86097123,-10928.232,-17041.42368
1/02/2054,1,4166.666667,649.7229167,395.8333333,128285.6701,243.2439814,614649.7934,0,1694.880535,411,177585.5128,1847.43,596.12,624.3561314,156.0890328,-10772.14297,-16927.54798
1/03/2054,1,4166.666667,649.7229167,395.8333333,128437.9797,243.5237286,617876.1135,0,1829.450914,412,176330.0328,1847.43,591.95,489.7857523,122.4464381,-10649.69653,-16847.1143
1/04/2054,1,4166.666667,649.7229167,395.8333333,128590.0101,243.8029628,621118.2846,0,2403.420417,413,175070.3728,1847.43,587.77,-84.18375009,-21.04593752,-10670.74247,-16910.33064
1/05/2054,1,4166.666667,649.7229167,395.8333333,128741.7617,244.0816852,624376.3864,0,2330.429586,414,173806.5128,1847.43,583.57,-11.19291914,-2.798229784,-10673.5407,-16955.41169
1/06/2054,1,4166.666667,649.7229167,395.8333333,128893.2352,244.3598965,627650.4991,0,2268.15817,415,172538.4428,1847.43,579.36,51.07849669,12.76962417,-10660.77107,-16984.99867
1/07/2054,1,4166.666667,649.7229167,395.8333333,129044.4309,244.6375978,630940.7033,0,1803.443329,416,171266.1428,1847.43,575.13,515.7933372,128.9483343,-10531.82274,-16898.19046
1/08/2054,1,4166.666667,649.7229167,395.8333333,129195.3495,244.91479,634247.08,0,2444.378793,417,169989.6028,1847.43,570.89,-125.1421266,-31.28553165,-10563.10827,-16971.79968
1/09/2054,1,4166.666667,649.7229167,395.8333333,129345.9913,245.191474,637569.7105,0,2011.30289,418,168708.8028,1847.43,566.63,307.933777,76.98344425,-10486.12483,-16937.05328
1/10/2054,1,4166.666667,649.7229167,395.8333333,129496.357,245.4676508,640908.6765,0,1771.436792,419,167423.7328,1847.43,562.36,547.7998751,136.9499688,-10349.17486,-16842.10357
1/11/2054,1,4166.666667,649.7229167,395.8333333,129646.447,245.7433212,644264.0604,0,17234.34221,420,181264.7023,1847.43,608.35,-14915.10555,-3728.776387,-14077.95125,-20622.30715
1/12/2054,1,4166.666667,649.7229167,395.8333333,129796.2619,246.0184862,647635.9446,0,2451.981181,421,180021.4923,1847.43,604.22,-132.7445143,-33.18612858,-14111.13737,-20707.13202
1/01/2055,1,4166.666667,649.7229167,395.8333333,129945.8021,246.2931468,651024.4122,0,1815.047414,422,178774.1323,1847.43,600.07,504.1892528,126.0473132,-13985.09006,-20632.53742
1/02/2055,1,4166.666667,649.7229167,395.8333333,130095.0681,246.5673038,654429.5466,0,2084.84067,423,177522.6123,1847.43,595.91,234.3959966,58.59899916,-13926.49106,-20625.37326
1/03/2055,1,4166.666667,649.7229167,395.8333333,130244.0605,246.8409581,657851.4317,0,2013.126748,424,176266.9223,1847.43,591.74,306.1099189,76.52747973,-13849.96358,-20600.2179
1/04/2055,1,4166.666667,649.7229167,395.8333333,130392.7797,247.1141108,661290.1517,0,1848.132725,425,175007.0523,1847.43,587.56,471.1039416,117.7759854,-13732.1876,-20533.64802
1/05/2055,1,4166.666667,649.7229167,395.8333333,130541.2262,247.3867627,664745.7912,0,2040.76763,426,173742.9823,1847.43,583.36,278.469037,69.61725925,-13662.57034,-20515.19083
1/06/2055,1,4166.666667,649.7229167,395.8333333,130689.4007,247.6589148,668218.4355,0,1866.048332,427,172474.6923,1847.43,579.14,453.1883345,113.2970836,-13549.27325,-20452.89848
1/07/2055,1,4166.666667,649.7229167,395.8333333,130837.3034,247.9305679,671708.1699,0,1732.688383,428,171202.1823,1847.43,574.92,586.5482839,146.637071,-13402.63618,-20357.02707
1/08/2055,1,4166.666667,649.7229167,395.8333333,130984.935,248.201723,675215.0806,0,1597.659962,429,169925.4223,1847.43,570.67,721.5767048,180.3941762,-13222.24201,-20227.07447
1/09/2055,1,4166.666667,649.7229167,395.8333333,131132.296,248.4723809,678739.2537,0,1796.594369,430,168644.4123,1847.43,566.42,522.6422974,130.6605744,-13091.58143,-20146.65493
1/10/2055,1,4166.666667,649.7229167,395.8333333,131279.3868,248.7425427,682280.7762,0,1990.175293,431,167359.1323,1847.43,562.15,329.0613741,82.26534352,-13009.31609,-20114.55056
1/11/2055,1,4166.666667,649.7229167,395.8333333,131426.2079,249.0122091,685839.7353,0,1917.879974,432,166069.5623,1847.43,557.86,401.3566931,100.3391733,-12908.97692,-20064.24692
1/12/2055,1,4166.666667,649.7229167,395.8333333,131572.7599,249.2813812,689416.2187,0,2290.78758,433,164775.7023,1847.43,553.57,28.44908701,7.112271753,-12901.86464,-20107.27748
1/01/2056,1,4166.666667,649.7229167,395.8333333,131719.0431,249.5500597,693010.3145,0,1807.68381,434,163477.5223,1847.43,549.25,511.5528569,127.8882142,-12773.97643,-20029.33774
1/02/2056,1,4166.666667,649.7229167,395.8333333,131865.0582,249.8182457,696622.1112,0,1850.436576,435,162175.0223,1847.43,544.93,468.8000911,117.2000228,-12656.77641,-19961.91806
1/03/2056,1,4166.666667,649.7229167,395.8333333,132010.8056,250.0859401,700251.6979,0,1788.751299,436,160868.1723,1847.43,540.58,530.4853676,132.6213419,-12524.15507,-19878.86996
